composer,path,filename,file_kb,md5,parse_ok,error,duration_s,n_instruments,n_notes,has_drums,pitch_min,pitch_max,pitch_mean,pitch_std,velocity_mean,notes_per_sec,tempo_est,n_windows
Bach,data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach''/13 Marche.mid,13 Marche.mid,3.4521484375,a78a185654e92b570656b0d8ea293da1,True,,96.42405571666667,2.0,530.0,False,38.0,83.0,63.20754716981132,12.877006699182612,100.0,5.496553697734483,212.5455679030906,5.0
Bach,data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach''/14 Polonaise.mid,14 Polonaise.mid,4.5712890625,712b51fe1f00c01a95acee4892ca18fb,True,,86.395,2.0,706.0,False,36.0,80.0,63.110481586402265,9.492309578171579,100.0,8.171769199606459,191.30434782608694,4.0
Bach,data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach''/15 Musette.mid,15 Musette.mid,3.0712890625,36f91c9b6573e13d8e83ef7f459baad0,True,,63.985762275000006,2.0,482.0,False,38.0,81.0,61.46058091286307,13.40865446643695,100.0,7.532925808220356,206.99984475011658,3.0
Bach,data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach''/16 Marche.mid,16 Marche.mid,5.2333984375,9c4a2af8a366788aa5106357e01bdcff,True,,102.39203768333333,2.0,786.0,False,34.0,84.0,64.2824427480916,11.392449717792129,100.0,7.676378142125202,211.1540573079034,5.0
Bach,data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach''/17 Polonaise.mid,17 Polonaise.mid,2.8427734375,46c0fa378c3297e509fe234f0cc99f26,True,,66.595,2.0,424.0,False,38.0,86.0,69.34433962264151,11.449203483778177,100.0,6.366844357684511,191.3043478260871,3.0
Bach,data/Bach/Bwv001- 400 Chorales/003706b_.mid,003706b_.mid,2.8330078125,11a862871380d4f358f93561cba05269,True,,46.956456,4.0,304.0,False,45.0,76.0,60.94407894736842,7.624848864357486,96.0,6.474083137790466,184.00025760036064,2.0
Bach,data/Bach/Bwv001- 400 Chorales/003806b_.mid,003806b_.mid,2.380859375,e212464c3af3a02f363e3eda22574a84,True,,45.0,4.0,253.0,False,38.0,74.0,60.99209486166008,8.164800617855967,96.0,5.622222222222222,109.71428571428571,2.0
Bach,data/Bach/Bwv001- 400 Chorales/003907b_.mid,003907b_.mid,2.662109375,a0f82d5766082a2870fd87eb1dfcdc2a,True,,42.5,4.0,285.0,False,43.0,79.0,62.18245614035088,8.00405868112443,96.0,6.705882352941177,140.79999999999998,1.0
Bach,data/Bach/Bwv001- 400 Chorales/003907bv.mid,003907bv.mid,2.662109375,456e37e7495750e2ad13db400d34f182,True,,42.5,4.0,285.0,False,40.0,76.0,59.18245614035088,8.00405868112443,96.0,6.705882352941177,140.79999999999998,1.0
Bach,data/Bach/Bwv001- 400 Chorales/004003b_.mid,004003b_.mid,1.9541015625,1e927b807f03133adb6ef8e5176d0f28,True,,30.0,4.0,204.0,False,42.0,74.0,61.220588235294116,7.9684037596941995,96.0,6.8,147.69230769230768,1.0
Bach,data/Bach/Bwv001- 400 Chorales/004006b_.mid,004006b_.mid,2.3544921875,7e2447e4456b4e27772c5d752373682b,True,,40.0,4.0,250.0,False,43.0,77.0,62.928,7.948007045794562,96.0,6.25,123.42857142857143,1.0
Bach,data/Bach/Bwv001- 400 Chorales/004008b_.mid,004008b_.mid,3.3037109375,e5b7ba0bdfd88ca7ba9b795b6639d1fc,True,,61.5,4.0,358.0,False,41.0,77.0,60.71787709497207,8.855529722521325,96.0,5.821138211382114,144.0,3.0
Bach,data/Bach/Bwv001- 400 Chorales/004106b_.mid,004106b_.mid,8.435546875,aec85775fe45285b02ad801890e87ae5,True,,100.8,8.0,927.0,False,36.0,81.0,63.93527508090615,9.331721804057484,96.0,9.196428571428571,195.55555555555569,5.0
Bach,data/Bach/Bwv001- 400 Chorales/004106bs.mid,004106bs.mid,4.94140625,af5211e0f2cb96302464afef6403c0e7,True,,88.2,4.0,541.0,False,36.0,77.0,62.66543438077634,8.17579987245173,96.0,6.133786848072562,200.00000000000006,4.0
Bach,data/Bach/Bwv001- 400 Chorales/004207b_.mid,004207b_.mid,5.4541015625,695622fc43e32325f4129ae0c1d0128d,True,,70.0,5.0,599.0,False,38.0,76.0,58.64106844741235,8.376952812590229,64.0,8.557142857142857,168.0,3.0
Bach,data/Bach/Bwv001- 400 Chorales/004311b_.mid,004311b_.mid,2.451171875,644b9a31ca9629a7d5f1d54ac8f001e3,True,,48.21426,4.0,261.0,False,43.0,79.0,61.32950191570881,8.178015299244105,96.0,5.413336220445984,85.33337884446871,2.0
Bach,data/Bach/Bwv001- 400 Chorales/004407b_.mid,004407b_.mid,1.9892578125,f733262ac217aa1c9ad72b6d1d505ff2,True,,29.999996000000003,4.0,208.0,False,46.0,77.0,62.56730769230769,7.746915543865635,96.0,6.933334257777901,143.0000190666694,1.0
Bach,data/Bach/Bwv001- 400 Chorales/004507b_.mid,004507b_.mid,2.82421875,141fd7cb33d284c0681f8274a75406fe,True,,41.875,5.0,297.0,False,40.0,78.0,59.98316498316498,8.081011501367788,96.0,7.092537313432836,132.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/004606b_.mid,004606b_.mid,7.59375,d14f459efa0b382272ba8c0df53b77fe,True,,59.99998399999999,8.0,851.0,False,38.0,89.0,69.33607520564043,11.063638290999128,96.0,14.183337115556567,169.48152667655535,2.0
Bach,data/Bach/Bwv001- 400 Chorales/004606bs.mid,004606bs.mid,2.2890625,bde8d59fed6ec6e09038b6dc196cbed8,True,,43.018812000000004,4.0,239.0,False,41.0,74.0,61.42677824267783,7.533597999979869,96.0,5.555708976807634,100.4211831791171,1.0
Bach,data/Bach/Bwv001- 400 Chorales/004705b_.mid,004705b_.mid,1.7998046875,0e80a3c25009c0738f34c9771d5501cf,True,,27.5,4.0,186.0,False,43.0,74.0,61.70967741935484,8.029623439745713,96.0,6.763636363636364,164.57142857142858,1.0
Bach,data/Bach/Bwv001- 400 Chorales/004803b_.mid,004803b_.mid,1.541015625,95f79f7dfa400254c7b87644529613a9,True,,27.5,4.0,157.0,False,41.0,74.0,61.10191082802548,7.445072506630881,96.0,5.709090909090909,125.79310344827586,1.0
Bach,data/Bach/Bwv001- 400 Chorales/004807b_.mid,004807b_.mid,2.6220703125,989d8e15217bdb0e9934bd350ed71a52,True,,40.0,4.0,280.0,False,41.0,74.0,60.32142857142857,7.323902021212909,96.0,7.0,156.44444444444443,1.0
Bach,data/Bach/Bwv001- 400 Chorales/005206b_.mid,005206b_.mid,3.1474609375,a31ce1d9e74f11a81f9628462abbd293,True,,35.4,6.0,323.0,False,41.0,74.0,61.8359133126935,7.336305117201102,96.0,9.124293785310735,152.38095238095244,1.0
Bach,data/Bach/Bwv001- 400 Chorales/005505b_.mid,005505b_.mid,2.6005859375,9a0fb0d6d98d6d51f517487b5a6e89af,True,,41.25,4.0,278.0,False,46.0,79.0,63.0863309352518,8.691335315102428,96.0,6.739393939393939,156.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/005605b_.mid,005605b_.mid,3.306640625,91c26f778465e6b1b423a5e036841d16,True,,55.0,5.0,353.0,False,36.0,75.0,57.60339943342776,8.19909411162098,96.0,6.418181818181818,125.53846153846153,2.0
Bach,data/Bach/Bwv001- 400 Chorales/005708b_.mid,005708b_.mid,2.037109375,3ff0ca86f445d9ffa6bed2fd4613c88b,True,,34.6875,4.0,213.0,False,46.0,79.0,63.051643192488264,8.005406601703868,96.0,6.140540540540541,134.4,1.0
Bach,data/Bach/Bwv001- 400 Chorales/005903b_.mid,005903b_.mid,6.8076171875,96094e6f481f4a5b46b3094b87407619,True,,66.92306800000001,7.0,745.0,False,42.0,76.0,62.10469798657718,7.647417738240164,96.0,11.13218539233736,163.42859321905047,3.0
Bach,data/Bach/Bwv001- 400 Chorales/006005b_.mid,006005b_.mid,2.6630859375,3d5848bf00e288859684f2794bcd4e0b,True,,54.54543999999999,4.0,282.0,False,45.0,76.0,63.89007092198582,7.49931254499053,96.0,5.170001378667035,142.7027407567669,2.0
Bach,data/Bach/Bwv001- 400 Chorales/006106b_.mid,006106b_.mid,5.068359375,ab43ba89630a446b7dcb21dd41eece41,True,,47.32392000000001,6.0,551.0,False,43.0,91.0,63.811252268602544,10.579435093102733,96.0,11.643160583485052,276.5264540527006,2.0
Bach,data/Bach/Bwv001- 400 Chorales/006206b_.mid,006206b_.mid,1.8369140625,c8b27d590efa0966ab373550c6132456,True,,20.0,5.0,188.0,False,40.0,78.0,60.3936170212766,8.659293476543093,96.0,9.4,170.66666666666666,1.0
Bach,data/Bach/Bwv001- 400 Chorales/006206bv.mid,006206bv.mid,1.8369140625,f92ea509275ea2f4cf006963aa83f18b,True,,20.0,5.0,188.0,False,38.0,76.0,58.3936170212766,8.659293476543093,96.0,9.4,170.66666666666666,1.0
Bach,data/Bach/Bwv001- 400 Chorales/006402b_.mid,006402b_.mid,1.681640625,67067693895ecf38bf30782abeb74846,True,,27.5,4.0,173.0,False,43.0,76.0,60.60115606936416,7.7226039248602305,96.0,6.290909090909091,162.46153846153845,1.0
Bach,data/Bach/Bwv001- 400 Chorales/006404b_.mid,006404b_.mid,3.427734375,d9537e3c391cc299950cea74e0f5d44b,True,,40.8,5.0,368.0,False,37.0,76.0,56.63586956521739,8.28159406942968,96.0,9.019607843137255,198.33333333333346,1.0
Bach,data/Bach/Bwv001- 400 Chorales/006408b_.mid,006408b_.mid,2.5478515625,140f4cf38e168d3a0e0913b4215466e2,True,,47.5,4.0,272.0,False,40.0,79.0,61.595588235294116,7.9607296041537445,96.0,5.726315789473684,144.0,2.0
Bach,data/Bach/Bwv001- 400 Chorales/006502b_.mid,006502b_.mid,1.453125,4fa182cede720fa65fddf28a88f73b2c,True,,31.25,4.0,147.0,False,45.0,74.0,61.70748299319728,7.12780402812228,96.0,4.704,93.65853658536584,1.0
Bach,data/Bach/Bwv001- 400 Chorales/006507b_.mid,006507b_.mid,3.1220703125,f36ae4b7a8dc8e3c72057f17e865079e,True,,50.0,4.0,332.0,False,43.0,74.0,60.825301204819276,7.757597805020339,96.0,6.64,160.0,2.0
Bach,data/Bach/Bwv001- 400 Chorales/006606b_.mid,006606b_.mid,1.59375,bb6aa77bb067351a38c9eb8d6bdf5e04,True,,25.0,4.0,163.0,False,42.0,76.0,61.122699386503065,6.883583214190611,96.0,6.52,144.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/006704b_.mid,006704b_.mid,1.681640625,0267fefe73a5e45896d7b2ecf4acb636,True,,28.5,4.0,173.0,False,42.0,78.0,62.052023121387286,7.616733856142247,96.0,6.0701754385964914,116.36363636363636,1.0
Bach,data/Bach/Bwv001- 400 Chorales/006707b_.mid,006707b_.mid,1.8310546875,88b4489db8d5d42ecd20e3c163e14d52,True,,38.181808,4.0,190.0,False,42.0,76.0,63.1,9.009088977833791,96.0,4.976191803174958,99.00002640000704,1.0
Bach,data/Bach/Bwv001- 400 Chorales/006906b_.mid,006906b_.mid,5.7490234375,0f3e6982726e87a3246ab7eea8d41f97,True,,60.0,8.0,619.0,False,42.0,86.0,64.30371567043619,10.503395977785852,96.0,10.316666666666666,181.89473684210526,3.0
Bach,data/Bach/Bwv001- 400 Chorales/006906ba.mid,006906ba.mid,2.8701171875,ecf0d342c901f7deea21fcadbad79f54,True,,37.5,5.0,305.0,False,38.0,76.0,58.02950819672131,7.775272790792892,96.0,8.133333333333333,160.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/006906bav.mid,006906bav.mid,2.314453125,320cf835b1bbb2bd88b9ec7714c730d1,True,,37.5,4.0,245.0,False,43.0,76.0,58.844897959183676,8.290665053565004,96.0,6.533333333333333,137.14285714285714,1.0
Bach,data/Bach/Bwv001- 400 Chorales/007007b_.mid,007007b_.mid,2.5830078125,4749ccc270ea1c25ea1f9b17cf1e725d,True,,41.35131,4.0,276.0,False,43.0,76.0,60.583333333333336,7.841057708647359,96.0,6.674516478438047,148.0001480001479,1.0
Bach,data/Bach/Bwv001- 400 Chorales/007011b_.mid,007011b_.mid,3.6494140625,d7f39cee91b9199fb9581de72b4cf6c2,True,,35.454536,7.0,388.0,False,36.0,84.0,64.38917525773196,10.325905084526273,96.0,10.943592661881121,160.4706310274624,1.0
Bach,data/Bach/Bwv001- 400 Chorales/007011ch.mid,007011ch.mid,2.099609375,82f90552f128affee23a12da6ae58176,True,,35.454536,4.0,221.0,False,36.0,74.0,57.90497737556561,8.266216620478966,96.0,6.233334995556,142.47622846985143,1.0
Bach,data/Bach/Bwv001- 400 Chorales/007206b_.mid,007206b_.mid,3.7841796875,a9ffb5064c3e6b7bc4f783c67b58330b,True,,50.0,5.0,409.0,False,38.0,74.0,58.256723716381416,7.782502474602121,96.0,8.18,147.69230769230768,2.0
Bach,data/Bach/Bwv001- 400 Chorales/007305b_.mid,007305b_.mid,2.208984375,7c9559815d8f18346c2458c89a122d1b,True,,39.23076400000001,4.0,233.0,False,43.0,79.0,63.587982832618025,7.806799708081968,96.0,5.939216478170039,151.2727474424271,1.0
Bach,data/Bach/Bwv001- 400 Chorales/007305bv.mid,007305bv.mid,2.208984375,0071e3c7d6d29fc453124bb017d65a07,True,,39.23076400000001,4.0,233.0,False,40.0,76.0,60.587982832618025,7.806799708081968,96.0,5.939216478170039,151.2727474424271,1.0
Bach,data/Bach/Bwv001- 400 Chorales/007408b_.mid,007408b_.mid,2.419921875,aaf78ba26e40761b60a182cc752d2a67,True,,35.0,4.0,257.0,False,43.0,76.0,61.36964980544747,8.374940215474515,96.0,7.3428571428571425,192.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/007507b_.mid,007507b_.mid,11.3583984375,9589723c83faa9ed580886b9fdfa6ebf,True,,101.05254400000001,8.0,1256.0,False,38.0,86.0,63.05175159235669,8.982539509526493,96.0,12.429177438620446,152.00013173344752,5.0
Bach,data/Bach/Bwv001- 400 Chorales/007514b_.mid,007514b_.mid,11.3583984375,9589723c83faa9ed580886b9fdfa6ebf,True,,101.05254400000001,8.0,1256.0,False,38.0,86.0,63.05175159235669,8.982539509526493,96.0,12.429177438620446,152.00013173344752,5.0
Bach,data/Bach/Bwv001- 400 Chorales/007607b_.mid,007607b_.mid,12.48828125,4de19d48dfafbd1fa4967854b65c4ea5,True,,113.333288,8.0,1393.0,False,36.0,83.0,63.31873653984207,9.314574218719299,96.0,12.29118138706079,228.00009120003656,6.0
Bach,data/Bach/Bwv001- 400 Chorales/007614b_.mid,007614b_.mid,12.48828125,4de19d48dfafbd1fa4967854b65c4ea5,True,,113.333288,8.0,1393.0,False,36.0,83.0,63.31873653984207,9.314574218719299,96.0,12.29118138706079,228.00009120003656,6.0
Bach,data/Bach/Bwv001- 400 Chorales/007706b_.mid,007706b_.mid,2.4140625,98e82e37a8c370e46f2a4cde00561275,True,,45.0,4.0,255.0,False,41.0,74.0,61.576470588235296,7.52310397546156,96.0,5.666666666666667,145.17073170731706,2.0
Bach,data/Bach/Bwv001- 400 Chorales/007807b_.mid,007807b_.mid,2.64453125,678fe708ac4bd7649eb91139345e0b22,True,,40.0,4.0,283.0,False,43.0,75.0,60.77031802120141,7.960607668838252,96.0,7.075,150.85714285714286,1.0
Bach,data/Bach/Bwv001- 400 Chorales/007903b_.mid,007903b_.mid,11.2666015625,9748b16927657e6f8062fe580758676e,True,,148.79999999999998,8.0,1230.0,False,38.0,79.0,61.74390243902439,11.438429353358906,96.0,8.266129032258066,184.41558441558442,8.0
Bach,data/Bach/Bwv001- 400 Chorales/007903bs.mid,007903bs.mid,2.046875,d760aadca6409ff0fb9e5fe79401c6c2,True,,36.0,4.0,215.0,False,43.0,76.0,63.265116279069765,8.119424991696242,96.0,5.972222222222222,114.28571428571426,1.0
Bach,data/Bach/Bwv001- 400 Chorales/007906b_.mid,007906b_.mid,2.279296875,0bffdaafde97081afb95865fd7b20c89,True,,23.90625,7.0,231.0,False,43.0,79.0,62.77056277056277,9.34032819830869,96.0,9.662745098039215,136.53333333333333,1.0
Bach,data/Bach/Bwv001- 400 Chorales/008008b_.mid,008008b_.mid,3.1318359375,e526b4a0be4d32a70cf3fee242418ecd,True,,42.5,4.0,338.0,False,38.0,74.0,61.15976331360947,7.454670269013861,96.0,7.952941176470588,175.99999999999991,1.0
Bach,data/Bach/Bwv001- 400 Chorales/008107b_.mid,008107b_.mid,2.64453125,7fedaa00db293859f7dbc02d31a62d36,True,,49.565148,4.0,283.0,False,40.0,79.0,61.29681978798587,8.29557060442716,96.0,5.70965711632698,165.6002318403248,2.0
Bach,data/Bach/Bwv001- 400 Chorales/008305b_.mid,008305b_.mid,1.9365234375,837ce4e0517b6f460645d31aa9a97221,True,,32.5,4.0,202.0,False,43.0,74.0,59.648514851485146,6.638488344292259,96.0,6.2153846153846155,130.9090909090909,1.0
Bach,data/Bach/Bwv001- 400 Chorales/008405b_.mid,008405b_.mid,2.0849609375,75aaf33881bfe3e154dfc08b4a7640d3,True,,37.5,4.0,218.0,False,42.0,78.0,63.06422018348624,7.384927905653698,96.0,5.8133333333333335,192.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/008506b_.mid,008506b_.mid,2.7275390625,686a67be8c41cd95d3ff76f5330934a4,True,,37.5,4.0,292.0,False,43.0,79.0,61.602739726027394,7.7264706469567885,96.0,7.786666666666667,172.13793103448276,1.0
Bach,data/Bach/Bwv001- 400 Chorales/008606b_.mid,008606b_.mid,2.5341796875,9d9c178ccf7da531dc815c0f3ecfae7e,True,,37.5,4.0,270.0,False,40.0,76.0,61.58888888888889,7.626310856760995,96.0,7.2,147.69230769230768,1.0
Bach,data/Bach/Bwv001- 400 Chorales/008707b_.mid,008707b_.mid,2.9169921875,c603b7d5be26c89f77583f8ddb33beb6,True,,47.5,4.0,314.0,False,40.0,77.0,60.789808917197455,7.188128790226886,96.0,6.610526315789474,172.13793103448276,2.0
Bach,data/Bach/Bwv001- 400 Chorales/008807b_.mid,008807b_.mid,2.314453125,be26a2c2b36eca987715f991873443af,True,,36.0,4.0,245.0,False,42.0,79.0,62.093877551020405,7.73617023226333,96.0,6.805555555555555,163.63636363636363,1.0
Bach,data/Bach/Bwv001- 400 Chorales/008906b_.mid,008906b_.mid,1.857421875,678c1f5fa4822e896eac499c3866752e,True,,33.75,4.0,193.0,False,42.0,77.0,61.61139896373057,8.71894338154394,96.0,5.718518518518518,144.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009005b_.mid,009005b_.mid,2.2177734375,1ca794fd1ffc96999bf6bfa0d620627e,True,,32.5,4.0,234.0,False,43.0,77.0,60.11538461538461,7.799814981200509,96.0,7.2,168.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009106b_.mid,009106b_.mid,3.2021484375,3b1080cd48f42705dae6de69d978b180,True,,27.5,7.0,336.0,False,36.0,79.0,61.57738095238095,9.53533342976427,96.0,12.218181818181819,174.27692307692305,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009106ch.mid,009106ch.mid,1.892578125,1c9e3f8d22db167d2fd766eb22db89e1,True,,27.5,4.0,197.0,False,36.0,76.0,59.89340101522843,8.629650639451388,96.0,7.163636363636364,177.23076923076923,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009207b_.mid,009207b_.mid,6.3291015625,f1c21164eecd0b398df26376769f2c3b,True,,116.84200400000002,5.0,693.0,False,38.0,79.0,59.18903318903319,9.063845742425073,96.0,5.931086221355805,143.22200862422105,6.0
Bach,data/Bach/Bwv001- 400 Chorales/009209b_.mid,009209b_.mid,2.9736328125,39998bbe3c7db08daeecbb61f7ce0c39,True,,54.54543999999999,4.0,320.0,False,44.0,76.0,62.05625,7.634008510441942,96.0,5.866668231111529,135.77146477715254,2.0
Bach,data/Bach/Bwv001- 400 Chorales/009307b_.mid,009307b_.mid,2.1064453125,bef093913feb49739d2fbaee7bae4f4e,True,,40.0,4.0,220.0,False,43.0,79.0,63.4,7.756170564020742,96.0,5.5,192.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009408b_.mid,009408b_.mid,2.26171875,c83389f4dd52d1db4e69377d0d20e207,True,,42.5,4.0,239.0,False,43.0,76.0,60.61924686192469,7.342873317314003,96.0,5.623529411764705,121.60000000000001,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009507b_.mid,009507b_.mid,3.2392578125,4cb62f5fda9cf8bd8638c85c910905ad,True,,38.4,5.0,347.0,False,42.0,88.0,64.32276657060518,10.112030975232909,96.0,9.036458333333334,194.11764705882365,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009606b_.mid,009606b_.mid,2.0859375,55b726e38213fa684ab756dad608ab9f,True,,37.5,4.0,219.0,False,41.0,72.0,59.273972602739725,7.385522566423994,96.0,5.84,134.4,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009709b_.mid,009709b_.mid,3.65625,b26863e6c78dbed70e6145b1d9ca0225,True,,33.75,7.0,388.0,False,46.0,86.0,66.18298969072166,8.833804525908164,96.0,11.496296296296297,183.27272727272728,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009709ch.mid,009709ch.mid,2.103515625,0bd211daa90b49b46549f9b438019d7b,True,,32.5,4.0,221.0,False,46.0,77.0,62.619909502262445,8.230852563888005,96.0,6.8,158.11764705882354,1.0
Bach,data/Bach/Bwv001- 400 Chorales/009801b_.mid,009801b_.mid,23.0361328125,6c0eb700cfcbc36e5747247641136610,True,,263.51325,8.0,2562.0,False,36.0,84.0,63.45784543325527,10.026855961807836,96.0,9.722471260932798,269.4361668720643,16.0
Bach,data/Bach/Bwv001- 400 Chorales/009906b_.mid,009906b_.mid,2.560546875,8c42e3d2196d4b985736eac5fddce567,True,,37.5,4.0,273.0,False,43.0,76.0,60.15384615384615,8.115814269132619,96.0,7.28,166.4,1.0
Bach,data/Bach/Bwv001- 400 Chorales/010006b_.mid,010006b_.mid,24.9794921875,797c947a2e5844643b75594b90ca8d85,True,,124.73673400000001,8.0,2905.0,False,36.0,86.0,66.55731497418245,8.958514196653072,96.0,23.289049719708068,152.00013173344752,7.0
Bach,data/Bach/Bwv001- 400 Chorales/010107b_.mid,010107b_.mid,2.9775390625,cdf1339fb4581d7d0f9967a8d971cb89,True,,32.5,6.0,314.0,False,41.0,77.0,60.93630573248408,6.845130798732087,96.0,9.661538461538461,192.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/010107bv.mid,010107bv.mid,3.0830078125,8a0be317e182efc2a7de81621ff6d256,True,,32.5,6.0,326.0,False,41.0,77.0,60.7239263803681,6.89072315255317,96.0,10.03076923076923,161.68421052631578,1.0
Bach,data/Bach/Bwv001- 400 Chorales/010207b_.mid,010207b_.mid,2.1650390625,dba2f5eace195f9571a05bd7c3b51f85,True,,29.999996000000003,4.0,228.0,False,43.0,75.0,59.671052631578945,6.875563436997529,96.0,7.6000010133334674,208.000027733337,1.0
Bach,data/Bach/Bwv001- 400 Chorales/010306b_.mid,010306b_.mid,3.017578125,1dfe6e2a37511e18fd9cf0760dc42911,True,,42.5,4.0,325.0,False,45.0,76.0,62.00615384615384,7.560624250235852,96.0,7.647058823529412,175.65957446808514,1.0
Bach,data/Bach/Bwv001- 400 Chorales/010406b_.mid,010406b_.mid,2.6220703125,84bc62dbd514aee473789273d74ad0ca,True,,37.5,4.0,280.0,False,44.0,76.0,61.625,8.354559277082528,96.0,7.466666666666667,163.55555555555554,1.0
Bach,data/Bach/Bwv001- 400 Chorales/010406bv.mid,010406bv.mid,2.6220703125,6d64cb41c28ac90806d7a5f4561a6427,True,,37.5,4.0,280.0,False,42.0,74.0,59.625,8.354559277082528,96.0,7.466666666666667,163.55555555555554,1.0
